№ пп;Субъект РФ;Муниципальное образование;Поселение;Населенный пункт;Уникальный идентификатор ФИАС;Кол-во СКД ед.;Факт СКД ед.
2235;Хабаровский край;Верхнебуреинский Район;Тырминское;Зимовье Поселок и(при) станция(и);3d7b9db4-77bd-4e73-a4c8-208f1b2fe9f0;1;0
2236;Хабаровский край;Верхнебуреинский Район;Тырминское;Таланджа Поселок и(при) станция(и);ef4328d1-ab40-4974-9246-dc9942227941;1;0
2237;Хабаровский край;Верхнебуреинский Район;Тырминское;Эхилкан Поселок и(при) станция(и);5c3b5243-6a33-43d5-8beb-da5b1c05382d;1;0
2238;Хабаровский край;Верхнебуреинский Район;Чекундинское;Чекунда Село;47352b77-3ecc-413b-99ad-9ae3f65c6902;1;1
2239;Хабаровский край;Верхнебуреинский Район;Чекундинское;Эльга Поселок и(при) станция(и);3e988853-83fb-4cb8-b3ca-dbabebe70436;1;1
2240;Хабаровский край;Вяземский Район;;Гедике Поселок и(при) станция(и);40c5c6ca-42d6-4d74-80bd-45dac16d27d9;1;1
2241;Хабаровский край;Вяземский Район;;Дормидонтовка Поселок;cae53182-9bd6-4a40-9904-9774f570ffcb;1;1
2242;Хабаровский край;Вяземский Район;Виноградовское;Виноградовка Село;c2ff28cf-d993-4397-b692-30b2e38ba777;1;1
2243;Хабаровский край;Вяземский Район;Виноградовское;Котиково Поселок и(при) станция(и);b33af5ca-4cf2-409a-abe8-0441c171ca56;1;0
2244;Хабаровский край;Вяземский Район;Глебовское;Глебово Село;be0ce32e-36a3-4cd5-ba41-16370f08ad11;1;0
2245;Хабаровский край;Вяземский Район;город Вяземский;Вяземский Город;6dbd1c8b-7c73-4ff7-9cbd-7062ac0cc88d;2;2
2246;Хабаровский край;Вяземский Район;Котиковское;Котиково Село;0b62de3e-1d42-49b3-9df3-9cfaca89a5f7;1;1
2247;Хабаровский край;Вяземский Район;поселок Медвежий;Медвежий Поселок;aebdc8d8-4fb4-42b0-a2de-f4e747fb14bb;1;0
2248;Хабаровский край;Вяземский Район;поселок Шумный;Шумный Поселок;7befaadf-be86-4d29-ae16-b46e05d7b75d;1;0
2249;Хабаровский край;Вяземский Район;село Аван;Аван Село;aee541dc-4055-4d9b-a47a-6983dd74cfe2;1;1
2250;Хабаровский край;Вяземский Район;село Венюково;Венюково Село;b1500318-a210-4517-9297-279ffcd636af;1;1
2251;Хабаровский край;Вяземский Район;село Видное;Видное Село;068dab39-a9cb-4f35-83a2-998de0a33d52;1;1
2252;Хабаровский край;Вяземский Район;село Дормидонтовка;Дормидонтовка Село;2a61fb40-a3e1-4356-a765-1f874af5fc6e;1;1
2253;Хабаровский край;Вяземский Район;село Забайкальское;Забайкальское Село;1989f717-c3c9-4c4f-be24-09452ba6959d;1;1
2254;Хабаровский край;Вяземский Район;село Капитоновка;Капитоновка Село;066148a5-f1e0-4a1b-8421-ac80c5c67b96;1;1
2255;Хабаровский край;Вяземский Район;село Кедрово;Кедрово Село;9ef4afc4-33ad-45c0-bec9-c7a811e59cab;1;1
2256;Хабаровский край;Вяземский Район;село Красицкое;Красицкое Село;5b8cc9ab-8cf0-4bbf-a0cd-143120eafb95;1;1
2257;Хабаровский край;Вяземский Район;село Кукелево;Кукелево Село;0882b6fa-e3cc-40f0-9914-b42fca9eec6f;1;1
2258;Хабаровский край;Вяземский Район;село Отрадное;Отрадное Село;73394835-a969-46c2-bec9-d881dad5c6fd;1;1
2259;Хабаровский край;Вяземский Район;село Садовое;Садовое Село;04223f32-e079-4309-95a4-ef41d3d0888c;1;1
2260;Хабаровский край;Вяземский Район;село Шереметьево;Шереметьево Село;49f0ef98-ade2-4ad0-a4ac-4eafdabbbedc;1;1
2261;Хабаровский край;Имени Лазо Район;;34 км Поселок;bdd45a24-286a-41bc-bb02-e07fb4f3420e;1;1
2262;Хабаровский край;Имени Лазо Район;;База Дрофа Поселок;35ad9762-c255-4582-b602-a55d6ea80e42;1;1
2263;Хабаровский край;Имени Лазо Район;;Владимировка Село;648412c1-58f4-4274-b68b-649c8e52db73;1;1
2264;Хабаровский край;Имени Лазо Район;;Второй Сплавной Участок Село;03a8777b-b837-4570-8b2e-bd35b5f256bb;1;1
2265;Хабаровский край;Имени Лазо Район;;Екатеринославка Село;d27cecc2-6647-4a98-8bdf-d9eb2e821bb8;1;1
2266;Хабаровский край;Имени Лазо Район;;Кия Поселок;ee6e9e8e-3ba2-454e-9c6e-98b76a6a3f41;1;1
2267;Хабаровский край;Имени Лазо Район;;Кругликово Поселок и(при) станция(и);fca39e5f-90a1-442a-bb47-30d0b16bd1ea;1;1
2268;Хабаровский край;Имени Лазо Район;;Кутузовка Поселок;bbdcc5dc-7f67-4bae-9efc-b34e07580d92;1;1
2269;Хабаровский край;Имени Лазо Район;;Петровичи Село;4c712e96-fcb9-4ab1-a655-d599e723dcf4;1;1
2270;Хабаровский край;Имени Лазо Район;;Прудки Село;18703b3a-13c0-40f5-a650-49207e3a7731;1;1
2271;Хабаровский край;Имени Лазо Район;;Соколовка Село;4a55638b-441d-4e66-a0bd-a58f58e1af3c;1;1
2272;Хабаровский край;Имени Лазо Район;;Хака Село;43c448d6-6e90-4d44-981f-183abd858f39;1;1
2273;Хабаровский край;Имени Лазо Район;Бичевское;Бичевая Село;ce01d873-d5e6-46e3-aade-b378f0fd31a5;1;1
2274;Хабаровский край;Имени Лазо Район;Бичевское;Третий сплавной участок Поселок;de7e4410-4cf5-448e-9445-81bc8eab0217;1;1
2275;Хабаровский край;Имени Лазо Район;Георгиевское;Георгиевка Село;d13e1352-54bd-4f63-b83c-4d30f7b2d211;1;1
2276;Хабаровский край;Имени Лазо Район;Георгиевское;Павленково Село;21c53bd4-a218-42e3-8c17-5e7166f638ad;1;1
2277;Хабаровский край;Имени Лазо Район;Долминское;Долми Поселок;6802898d-8ddc-4afd-b551-314e3cc22700;2;0
2278;Хабаровский край;Имени Лазо Район;Долминское;Катэн Поселок;fb81cc68-1e2f-4fa7-b637-e8abb76d3b17;1;1
2279;Хабаровский край;Имени Лазо Район;Долминское;Солонцовый Поселок;cef34051-1715-4506-8c70-0fd88979abcd;2;0
2280;Хабаровский край;Имени Лазо Район;Долминское;Южный Поселок;df9b494f-d148-4be5-a3a3-1929ecad0176;1;1
2281;Хабаровский край;Имени Лазо Район;Кондратьевское;Дрофа Село;9e8c8d22-99ab-43be-b6af-395a375dbaad;1;1
2282;Хабаровский край;Имени Лазо Район;Кондратьевское;Кондратьевка Село;a9fe8745-4e7a-4d9a-ab63-e11b0884ad82;1;1
2283;Хабаровский край;Имени Лазо Район;Кондратьевское;Новостройка Поселок;872d0ff9-767a-4359-b924-2cfc82152821;1;1
2284;Хабаровский край;Имени Лазо Район;Кругликовское;Зоевка Село;be32cf00-33f3-4494-a98d-5570267e6a15;1;1
2285;Хабаровский край;Имени Лазо Район;Кругликовское;Кругликово Село;4770004e-fb08-4f98-9f05-9dd62cafecfd;1;1
2286;Хабаровский край;Имени Лазо Район;Марусинское;Васильевка Село;2200283b-0ae4-4462-bb20-5b289d052a1f;1;1
2287;Хабаровский край;Имени Лазо Район;Марусинское;Марусино Село;e7918f1e-cd21-4a3e-82bd-cd50f38e35ff;1;1
2288;Хабаровский край;Имени Лазо Район;Могилевское;Гродеково Село;2cffa817-e6d8-4f15-bed1-a6f7983caec7;1;1
2289;Хабаровский край;Имени Лазо Район;Могилевское;Могилевка Село;dc0f4bf0-4cd0-4635-b744-d426cda92e96;1;1
2290;Хабаровский край;Имени Лазо Район;Оборское;43 км Поселок;1d528c8e-782a-4666-a1d5-eff595386cec;1;1
2291;Хабаровский край;Имени Лазо Район;Оборское;Обор Поселок;ebcee273-ca2c-4822-8b42-b6c4299758a4;1;1
2292;Хабаровский край;Имени Лазо Район;Полетненское;Полетное Село;6f1b29b8-7777-4448-b722-90a062ab2b40;1;1
